"","x","y","z"
"codex_71663",7692,6870,4
"codex_71664",7714,6147,7
"codex_71665",7690,6918,4
"codex_71666",7693,6620,7
"codex_71667",7677,6991,9
"codex_71668",7694,6774,4
"codex_71669",7695,6715,8
"codex_71670",7705,6656,4
"codex_71671",7694,6902,8
"codex_71672",7693,6929,7
"codex_71673",7707,6712,4
"codex_71674",7712,6109,9
"codex_71675",7702,6816,4
"codex_71676",7707,6782,8
"codex_71677",7705,6858,7
"codex_71678",7721,6519,9
"codex_71679",7721,6604,8
"codex_71680",7721,6621,11
"codex_71681",7704,6988,4
"codex_71682",7730,6390,4
"codex_71683",7709,6685,9
"codex_71684",7724,6277,10
"codex_71685",7732,6258,5
"codex_71686",7732,6311,6
"codex_71687",7728,6445,5
"codex_71688",7715,6906,7
"codex_71689",7708,6887,5
"codex_71690",7714,6734,4
"codex_71691",7708,6936,11
"codex_71692",7719,6410,6
"codex_71693",7717,6916,11
"codex_71694",7732,6478,8
"codex_71695",7718,6753,10
"codex_71696",7719,6467,10
"codex_71697",7723,6632,4
"codex_71698",7717,7032,10
"codex_71699",7712,6587,9
"codex_71700",7718,6815,9
"codex_71701",7743,6048,9
"codex_71702",7711,6551,11
"codex_71703",7744,6080,8
"codex_71704",7706,7006,11
"codex_71705",7732,6746,4
"codex_71706",7728,6935,10
"codex_71707",7744,6130,4
"codex_71708",7728,7018,4
"codex_71709",7744,6179,4
"codex_71710",7747,6196,9
"codex_71711",7749,6104,10
"codex_71712",7733,6971,7
"codex_71713",7740,6597,4
"codex_71714",7752,6220,7
"codex_71715",7727,6706,6
"codex_71716",7726,6780,4
"codex_71717",7711,6956,7
"codex_71718",7747,6788,4
"codex_71719",7741,6662,7
"codex_71720",7744,6683,4
"codex_71721",7758,6145,9
"codex_71722",7736,6761,11
"codex_71723",7753,6299,4
"codex_71724",7740,6867,10
"codex_71725",7743,6567,9
"codex_71726",7739,6625,4
"codex_71727",7768,6067,8
"codex_71728",7753,6573,7
"codex_71729",7757,6266,8
"codex_71730",7747,7035,0
"codex_71731",7756,6621,10
"codex_71732",7755,6511,10
"codex_71733",7757,6740,10
"codex_71734",7770,6373,9
"codex_71735",7751,6487,10
"codex_71736",7776,6112,9
"codex_71737",7753,6921,5
"codex_71738",7758,6948,4
"codex_71739",7750,6606,9
"codex_71740",7765,6803,10
"codex_71741",7767,6859,10
"codex_71742",7772,6343,5
"codex_71743",7762,6439,8
"codex_71744",7755,6772,4
"codex_71745",7774,6455,0
"codex_71746",7777,6510,10
"codex_71747",7755,6882,7
"codex_71748",7774,6566,10
"codex_71749",7776,6500,8
"codex_71750",7788,6169,10
"codex_71751",7775,6689,5
"codex_71752",7785,6288,4
"codex_71753",7766,6988,4
"codex_71754",7779,6819,5
"codex_71755",7795,6206,7
"codex_71756",7780,6251,9
"codex_71757",7777,6761,11
"codex_71758",7772,6649,4
"codex_71759",7790,6151,7
"codex_71760",7795,6328,10
"codex_71761",7782,6522,6
"codex_71762",7787,6581,8
"codex_71763",7773,6593,4
"codex_71764",7787,6722,5
"codex_71765",7759,6722,4
"codex_71766",7772,6932,10
"codex_71767",7791,6552,4
"codex_71768",7783,6616,4
"codex_71769",7799,6267,7
"codex_71770",7787,6841,4
"codex_71771",7759,6840,9
"codex_71772",7791,6709,4
"codex_71773",7788,6920,11
"codex_71774",7804,6062,9
"codex_71775",7773,6790,10
"codex_71776",7778,7032,4
"codex_71777",7784,6890,7
"codex_71778",7786,6910,4
"codex_71779",7759,6893,4
"codex_71780",7809,6084,7
"codex_71781",7806,6427,8
"codex_71782",7790,6655,10
"codex_71783",7808,6329,6
"codex_71784",7785,6987,9
"codex_71785",7800,6634,10
"codex_71786",7798,7022,11
"codex_71787",7759,7007,7
"codex_71788",7807,6364,4
"codex_71789",7799,6738,11
"codex_71790",7817,6456,9
"codex_71791",7783,6945,7
"codex_71792",7797,6805,6
"codex_71793",7812,6220,0
"codex_71794",7823,6202,7
"codex_71795",7802,6938,11
"codex_71796",7828,6113,9
"codex_71797",7807,6777,4
"codex_71798",7816,6409,9
"codex_71799",7801,6842,8
"codex_71800",7804,6827,10
"codex_71801",7800,6984,4
"codex_71802",7822,6279,4
"codex_71803",7813,6669,10
"codex_71804",7804,6952,4
"codex_71805",7826,6178,9
"codex_71806",7812,6301,10
"codex_71807",7818,6534,9
"codex_71808",7819,6743,9
"codex_71809",7817,6783,10
"codex_71810",7810,6558,8
"codex_71811",7813,6847,9
"codex_71812",7823,6577,4
"codex_71813",7824,6690,0
"codex_71814",7818,6638,7
"codex_71815",7810,6731,7
"codex_71816",7808,7040,4
"codex_71817",7830,6300,10
"codex_71818",7828,6802,7
"codex_71819",7831,6505,8
"codex_71820",7817,6883,5
"codex_71821",7815,6700,9
"codex_71822",7816,6924,6
"codex_71823",7842,6061,9
"codex_71824",7814,6607,7
"codex_71825",7839,6408,5
"codex_71826",7843,6171,7
"codex_71827",7849,6125,4
"codex_71828",7840,6145,7
"codex_71829",7821,7021,10
"codex_71830",7814,6934,7
"codex_71831",7842,6232,8
"codex_71832",7814,7002,5
"codex_71833",7845,6318,6
"codex_71834",7831,6820,10
"codex_71835",7841,6294,9
"codex_71836",7826,6957,9
"codex_71837",7845,6586,4
"codex_71838",7852,6276,9
"codex_71839",7851,6435,8
"codex_71840",7853,6286,5
"codex_71841",7851,6575,11
"codex_71842",7833,6771,7
"codex_71843",7851,6646,7
"codex_71844",7834,6556,8
"codex_71845",7845,6663,4
"codex_71846",7837,6523,5
"codex_71847",7845,6695,4
"codex_71848",7829,6866,10
"codex_71849",7829,6921,10
"codex_71850",7854,6970,8
"codex_71851",7855,6354,7
"codex_71852",7861,6119,7
"codex_71853",7852,6744,10
"codex_71854",7852,6829,4
"codex_71855",7855,6615,7
"codex_71856",7843,6852,4
"codex_71857",7842,6884,7
"codex_71858",7847,6716,8
"codex_71859",7842,6911,4
"codex_71860",7859,6715,10
"codex_71861",7855,6936,4
"codex_71862",7853,6680,10
"codex_71863",7866,6591,9
"codex_71864",7862,6486,6
"codex_71865",7876,6503,7
"codex_71866",7882,6114,9
"codex_71867",7863,6854,10
"codex_71868",7848,7007,7
"codex_71869",7883,6268,0
"codex_71870",7876,6748,4
"codex_71871",7874,6401,8
"codex_71872",7880,6135,7
"codex_71873",7866,6899,9
"codex_71874",7880,6218,9
"codex_71875",7876,6926,6
"codex_71876",7882,6484,8
"codex_71877",7877,6635,4
"codex_71878",7879,6561,9
"codex_71879",7878,6661,6
"codex_71880",7869,6697,7
"codex_71881",7865,7015,7
"codex_71882",7889,6257,8
"codex_71883",7892,6196,9
"codex_71884",7899,6094,8
"codex_71885",7872,6814,8
"codex_71886",7901,6302,10
"codex_71887",7872,6966,9
"codex_71888",7885,6400,0
"codex_71889",7883,7034,0
"codex_71890",7868,6785,9
"codex_71891",7879,7003,11
"codex_71892",7890,6527,6
"codex_71893",7899,6755,9
"codex_71894",7890,6731,7
"codex_71895",7914,6099,8
"codex_71896",7899,6841,6
"codex_71897",7905,6162,9
"codex_71898",7898,6632,9
"codex_71899",7895,6994,5
"codex_71900",7903,6670,11
"codex_71901",7894,6854,5
"codex_71902",7884,6956,7
"codex_71903",7904,6595,10
"codex_71904",7925,6110,8
"codex_71905",7896,6896,6
"codex_71906",7916,6388,8
"codex_71907",7912,6541,10
"codex_71908",7912,6570,5
"codex_71909",7906,6428,9
"codex_71910",7922,6328,8
"codex_71911",7905,7000,9
"codex_71912",7931,6052,8
"codex_71913",7904,6712,8
"codex_71914",7929,6303,4
"codex_71915",7904,6813,5
"codex_71916",7921,6726,4
"codex_71917",7912,6902,9
"codex_71918",7912,6965,4
"codex_71919",7923,6693,8
"codex_71920",7928,6182,9
"codex_71921",7902,7022,4
"codex_71922",7934,6233,9
"codex_71923",7933,6402,5
"codex_71924",7917,6645,4
"codex_71925",7934,6632,10
"codex_71926",7929,6834,8
"codex_71927",7944,6071,10
"codex_71928",7908,6860,11
"codex_71929",7923,6954,10
"codex_71930",7935,6660,7
"codex_71931",7938,6468,8
"codex_71932",7920,6611,4
"codex_71933",7949,6193,9
"codex_71934",7939,6481,8
"codex_71935",7941,6508,8
"codex_71936",7920,6791,9
"codex_71937",7946,6253,7
"codex_71938",7915,6929,9
"codex_71939",7931,6902,11
"codex_71940",7936,6745,10
"codex_71941",7954,6053,5
"codex_71942",7954,6133,8
"codex_71943",7944,6359,10
"codex_71944",7958,6089,10
"codex_71945",7930,6989,4
"codex_71946",7945,6423,10
"codex_71947",7950,6601,9
"codex_71948",7948,6543,7
"codex_71949",7945,6557,10
"codex_71950",7957,6204,9
"codex_71951",7943,6675,5
"codex_71952",7956,6304,5
"codex_71953",7951,6811,9
"codex_71954",7936,6919,4
"codex_71955",7955,6235,9
"codex_71956",7957,6490,4
"codex_71957",7947,7022,7
"codex_71958",7972,6396,9
"codex_71959",7945,6862,4
"codex_71960",7955,6722,5
"codex_71961",7969,6264,5
"codex_71962",7976,6336,7
"codex_71963",7959,6763,7
"codex_71964",7976,6364,11
"codex_71965",7961,6692,4
"codex_71966",7941,6957,4
"codex_71967",7966,6423,9
"codex_71968",7981,6115,9
"codex_71969",7983,6053,7
"codex_71970",7982,6095,5
"codex_71971",7966,6662,7
"codex_71972",7955,6778,0
"codex_71973",7956,6995,7
"codex_71974",7945,6942,9
"codex_71975",7972,6549,7
"codex_71976",7966,6880,6
"codex_71977",7981,6253,10
"codex_71978",7954,6967,9
"codex_71979",7980,6310,9
"codex_71980",7978,6466,9
"codex_71981",7962,6635,5
"codex_71982",7973,6732,11
"codex_71983",7974,6507,8
"codex_71984",7978,6574,8
"codex_71985",7962,6790,7
"codex_71986",7998,6078,8
"codex_71987",7976,6881,0
"codex_71988",7996,6228,10
"codex_71989",7993,6532,7
"codex_71990",7996,6283,7
"codex_71991",7982,6908,8
"codex_71992",7962,6914,4
"codex_71993",7987,6711,7
"codex_71994",7990,6646,9
"codex_71995",7987,6746,8
"codex_71996",7990,6700,0
"codex_71997",7987,6844,9
"codex_71998",7996,6421,9
"codex_71999",7996,6509,8
"codex_72000",7974,6977,4
"codex_72001",8003,6577,7
"codex_72002",8008,6194,8
"codex_72003",7984,7041,8
"codex_72004",7996,6667,4
"codex_72005",8004,6475,7
"codex_72006",8007,6615,10
"codex_72007",7992,6906,4
"codex_72008",8011,6380,8
"codex_72009",8020,6099,8
"codex_72010",8011,6638,9
"codex_72011",8009,6303,5
"codex_72012",8009,6363,10
"codex_72013",7997,6916,5
"codex_72014",8021,6345,6
"codex_72015",7997,6971,9
"codex_72016",8000,7006,9
"codex_72017",8021,6440,10
"codex_72018",8014,6457,7
"codex_72019",8009,6684,7
"codex_72020",8008,6817,9
"codex_72021",8023,6266,7
"codex_72022",7983,6946,5
"codex_72023",8012,6863,8
"codex_72024",7999,6878,10
"codex_72025",8019,6965,4
"codex_72026",8013,6807,8
"codex_72027",8019,7000,4
"codex_72028",8010,6886,4
"codex_72029",8027,6147,9
"codex_72030",8028,6324,6
"codex_72031",8017,6592,5
"codex_72032",8018,6712,8
"codex_72033",8028,6569,5
"codex_72034",8043,6125,7
"codex_72035",8022,6667,6
"codex_72036",8033,6604,4
"codex_72037",8038,6320,0
"codex_72038",8035,6553,7
"codex_72039",8038,6580,11
"codex_72040",8017,7027,9
"codex_72041",8035,6743,9
"codex_72042",8043,6500,8
"codex_72043",8037,6770,7
"codex_72044",8037,6863,4
"codex_72045",8023,6882,10
"codex_72046",8043,6639,9
"codex_72047",8029,6966,7
"codex_72048",8024,6985,11
"codex_72049",8044,6291,9
"codex_72050",8042,6628,4
"codex_72051",8049,6400,8
"codex_72052",8042,6655,7
"codex_72053",8040,6932,4
"codex_72054",8035,6846,4
"codex_72055",8049,6567,5
"codex_72056",8027,6648,4
"codex_72057",8047,7005,9
"codex_72058",8039,6910,4
"codex_72059",8039,7037,4
"codex_72060",6718,7145,8
"codex_72061",6719,7218,6
"codex_72062",6723,7077,7
"codex_72063",6717,7268,9
"codex_72064",6720,7310,6
"codex_72065",6721,7369,7
"codex_72066",6736,7073,8
"codex_72067",6733,7109,9
"codex_72068",6733,7120,7
"codex_72069",6741,7099,4
"codex_72070",6739,7193,7
"codex_72071",6715,7842,9
"codex_72072",6740,7319,8
"codex_72073",6716,7891,6
"codex_72074",6712,7939,7
"codex_72075",6738,7570,9
"codex_72076",6719,7966,10
"codex_72077",6740,7536,7
"codex_72078",6728,7592,4
"codex_72079",6720,7872,9
"codex_72080",6745,7260,7
"codex_72081",6728,7658,9
"codex_72082",6723,7770,7
"codex_72083",6755,7353,7
"codex_72084",6749,7380,9
"codex_72085",6749,7418,8
"codex_72086",6744,7746,5
"codex_72087",6726,7829,10
"codex_72088",6749,7488,8
"codex_72089",6746,7610,8
"codex_72090",6740,8009,8
"codex_72091",6764,7161,9
"codex_72092",6743,7984,6
"codex_72093",6756,7457,8
"codex_72094",6746,8043,7
"codex_72095",6750,7931,8
"codex_72096",6749,7853,9
"codex_72097",6771,7200,7
"codex_72098",6761,7686,7
"codex_72099",6751,7797,8
"codex_72100",6760,7734,8
"codex_72101",6763,7501,8
"codex_72102",6758,7771,7
"codex_72103",6762,7833,7
"codex_72104",6767,7571,8
"codex_72105",6764,7644,7
"codex_72106",6771,7291,7
"codex_72107",6778,7649,9
"codex_72108",6771,7360,9
"codex_72109",6783,7262,8
"codex_72110",6772,7527,4
"codex_72111",6767,7915,7
"codex_72112",6790,7096,6
"codex_72113",6776,7892,8
"codex_72114",6796,7135,7
"codex_72115",6780,7556,8
"codex_72116",6773,8028,7
"codex_72117",6780,7595,10
"codex_72118",6801,7099,9
"codex_72119",6792,7490,10
"codex_72120",6801,7230,9
"codex_72121",6801,7332,9
"codex_72122",6799,7313,5
"codex_72123",6796,7356,8
"codex_72124",6806,7176,7
"codex_72125",6797,7456,8
"codex_72126",6797,7513,7
"codex_72127",6787,7707,9
"codex_72128",6798,7628,5
"codex_72129",6797,7661,9
"codex_72130",6801,7685,8
"codex_72131",6808,7131,8
"codex_72132",6780,7963,5
"codex_72133",6783,7808,7
"codex_72134",6794,7991,8
"codex_72135",6803,7736,9
"codex_72136",6803,7785,9
"codex_72137",6799,7866,8
"codex_72138",6787,7907,3
"codex_72139",6819,7263,8
"codex_72140",6805,7956,8
"codex_72141",6822,7194,5
"codex_72142",6829,7079,7
"codex_72143",6801,7920,6
"codex_72144",6810,7607,4
"codex_72145",6810,7624,8
"codex_72146",6822,7298,9
"codex_72147",6822,7337,7
"codex_72148",6834,7210,2
"codex_72149",6809,7895,4
"codex_72150",6830,7573,8
"codex_72151",6812,7596,6
"codex_72152",6832,7418,8
"codex_72153",6828,7608,9
"codex_72154",6821,7706,7
"codex_72155",6819,7836,4
"codex_72156",6833,7593,6
"codex_72157",6842,7174,8
"codex_72158",6828,7856,8
"codex_72159",6822,7519,10
"codex_72160",6839,7496,6
"codex_72161",6838,7739,9
"codex_72162",6814,7972,4
"codex_72163",6844,7057,8
"codex_72164",6839,7630,6
"codex_72165",6837,7679,9
"codex_72166",6834,7486,9
"codex_72167",6830,7821,8
"codex_72168",6847,7138,8
"codex_72169",6829,7892,8
"codex_72170",6832,8033,7
"codex_72171",6846,7384,8
"codex_72172",6857,7047,7
"codex_72173",6853,7246,9
"codex_72174",6842,7616,3
"codex_72175",6825,7997,7
"codex_72176",6851,7548,10
"codex_72177",6863,7216,2
"codex_72178",6863,7291,9
"codex_72179",6855,7508,9
"codex_72180",6843,7927,6
"codex_72181",6868,7176,8
"codex_72182",6857,7326,9
"codex_72183",6842,7783,8
"codex_72184",6853,7590,9
"codex_72185",6861,7626,8
"codex_72186",6860,7463,6
"codex_72187",6863,7438,6
"codex_72188",6873,7217,6
"codex_72189",6863,7676,2
"codex_72190",6853,7872,6
"codex_72191",6855,7807,6
"codex_72192",6867,7654,5
"codex_72193",6859,7709,7
"codex_72194",6841,7971,9
"codex_72195",6864,7895,7
"codex_72196",6875,7496,3
"codex_72197",6879,7254,8
"codex_72198",6877,7097,8
"codex_72199",6888,7138,9
"codex_72200",6848,7999,7
"codex_72201",6869,7589,8
"codex_72202",6880,7308,8
"codex_72203",6870,7925,6
"codex_72204",6885,7367,6
"codex_72205",6869,8035,8
"codex_72206",6899,7111,4
"codex_72207",6887,7426,9
"codex_72208",6875,7971,6
"codex_72209",6897,7176,8
"codex_72210",6884,7531,8
"codex_72211",6889,7751,7
"codex_72212",6897,7405,7
"codex_72213",6887,7861,7
"codex_72214",6884,7812,8
"codex_72215",6883,7563,2
"codex_72216",6906,7297,9
"codex_72217",6881,7679,8
"codex_72218",6906,7329,9
"codex_72219",6899,7496,8
"codex_72220",6895,7270,9
"codex_72221",6913,7170,4
"codex_72222",6894,7702,5
"codex_72223",6915,7149,8
"codex_72224",6907,7374,6
"codex_72225",6899,7981,7
"codex_72226",6919,7334,6
"codex_72227",6911,7446,8
"codex_72228",6917,7461,8
"codex_72229",6911,7630,7
"codex_72230",6904,8017,9
"codex_72231",6911,7648,7
"codex_72232",6922,7120,2
"codex_72233",6926,7087,6
"codex_72234",6922,7246,5
"codex_72235",6922,7277,10
"codex_72236",6923,7596,9
"codex_72237",6934,7064,8
"codex_72238",6919,7927,8
"codex_72239",6915,7563,8
"codex_72240",6925,7223,8
"codex_72241",6907,7695,4
"codex_72242",6920,7809,8
"codex_72243",6929,7518,7
"codex_72244",6907,7865,7
"codex_72245",6920,7893,10
"codex_72246",6907,7922,9
"codex_72247",6929,7719,6
"codex_72248",6905,7950,8
"codex_72249",6946,7125,9
"codex_72250",6942,7316,9
"codex_72251",6944,7186,6
"codex_72252",6946,7377,10
"codex_72253",6945,7288,5
"codex_72254",6935,7780,8
"codex_72255",6952,7096,8
"codex_72256",6945,7478,8
"codex_72257",6957,7047,6
"codex_72258",6953,7214,2
"codex_72259",6931,7732,8
"codex_72260",6926,7955,6
"codex_72261",6947,7344,6
"codex_72262",6926,7997,9
"codex_72263",6952,7230,8
"codex_72264",6954,7276,8
"codex_72265",6936,7602,7
"codex_72266",6941,7867,9
"codex_72267",6953,7451,9
"codex_72268",6933,7405,7
"codex_72269",6941,8030,6
"codex_72270",6950,7671,6
"codex_72271",6947,7551,8
"codex_72272",6944,7839,7
"codex_72273",6960,7307,7
"codex_72274",6974,7166,10
"codex_72275",6963,7532,5
"codex_72276",6968,7336,6
"codex_72277",6977,7072,3
"codex_72278",6978,7130,1
"codex_72279",6961,7608,10
"codex_72280",6970,7572,5
"codex_72281",6979,7104,3
"codex_72282",6954,7760,6
"codex_72283",6952,7997,8
"codex_72284",6981,7253,9
"codex_72285",6966,7502,7
"codex_72286",6984,7218,5
"codex_72287",6971,7399,10
"codex_72288",6980,7188,4
"codex_72289",6978,7364,9
"codex_72290",6963,7933,6
"codex_72291",6948,7897,6
"codex_72292",6981,7549,9
"codex_72293",6971,7647,8
"codex_72294",6981,7723,8
"codex_72295",6973,7773,9
"codex_72296",6960,7791,4
"codex_72297",6955,7978,6
"codex_72298",6972,7810,7
"codex_72299",6966,8023,5
"codex_72300",6990,7424,9
"codex_72301",6993,7302,8
"codex_72302",6999,7047,5
"codex_72303",6996,7148,6
"codex_72304",6978,7903,9
"codex_72305",7006,7085,8
"codex_72306",6960,7946,8
"codex_72307",7006,7229,5
"codex_72308",7008,7112,5
"codex_72309",7003,7550,7
"codex_72310",7012,7188,2
"codex_72311",6999,7455,7
"codex_72312",6999,7491,8
"codex_72313",6993,7838,7
"codex_72314",7006,7596,9
"codex_72315",7010,7410,6
"codex_72316",6996,7595,7
"codex_72317",7011,7272,8
"codex_72318",7011,7307,6
"codex_72319",7005,7365,8
"codex_72320",7015,7160,2
"codex_72321",7000,7345,3
"codex_72322",6991,7874,9
"codex_72323",6996,8016,7
"codex_72324",7000,7694,7
"codex_72325",7021,7087,8
"codex_72326",7026,7250,9
"codex_72327",6991,7937,2
"codex_72328",6988,7954,7
"codex_72329",7030,7052,9
"codex_72330",7001,7746,10
"codex_72331",7026,7372,1
"codex_72332",7034,7162,9
"codex_72333",7027,7128,9
"codex_72334",6997,8028,6
"codex_72335",7027,7289,2
"codex_72336",7036,7307,10
"codex_72337",7023,7454,5
"codex_72338",7036,7355,8
"codex_72339",7039,7212,6
"codex_72340",7043,7122,4
"codex_72341",7032,7223,10
"codex_72342",7026,7926,8
"codex_72343",7027,7819,7
"codex_72344",7022,7505,6
"codex_72345",7027,7952,6
"codex_72346",7019,7579,8
"codex_72347",7005,7902,3
"codex_72348",7037,7437,9
"codex_72349",7016,7940,2
"codex_72350",7040,7635,6
"codex_72351",7048,7277,2
"codex_72352",7032,7398,9
"codex_72353",7045,7331,10
"codex_72354",7035,7734,8
"codex_72355",7048,7565,8
"codex_72356",7022,7737,6
"codex_72357",7029,7966,9
"codex_72358",7023,7872,8
"codex_72359",7050,7260,2
"codex_72360",7055,7424,5
"codex_72361",7041,7475,8
"codex_72362",7056,7131,8
"codex_72363",7060,7173,5
"codex_72364",7015,7978,8
"codex_72365",7064,7061,4
"codex_72366",7054,7235,5
"codex_72367",7068,7085,9
"codex_72368",7063,7391,4
"codex_72369",7064,7258,9
"codex_72370",7070,7190,2
"codex_72371",7064,7365,9
"codex_72372",7054,7516,7
"codex_72373",7050,7688,8
"codex_72374",7067,7210,9
"codex_72375",7025,8029,8
"codex_72376",7050,7846,8
"codex_72377",7061,7603,9
"codex_72378",7071,7291,9
"codex_72379",7058,7647,10
"codex_72380",7077,7422,9
"codex_72381",7076,7273,2
"codex_72382",7062,7767,8
"codex_72383",7082,7312,9
"codex_72384",7082,7334,2
"codex_72385",7077,7572,9
"codex_72386",7084,7120,8
"codex_72387",7050,8022,7
"codex_72388",7087,7244,7
"codex_72389",7084,7451,9
"codex_72390",7090,7096,5
"codex_72391",7092,7067,6
"codex_72392",7077,7793,7
"codex_72393",7092,7227,7
"codex_72394",7086,7671,8
"codex_72395",7054,7997,9
"codex_72396",7089,7379,9
"codex_72397",7102,7047,10
"codex_72398",7070,7895,7
"codex_72399",7065,7961,8
"codex_72400",7081,7741,7
"codex_72401",7099,7184,9
"codex_72402",7091,7475,8
"codex_72403",7095,7258,2
"codex_72404",7100,7298,1
"codex_72405",7088,7541,7
"codex_72406",7081,8009,8
"codex_72407",7099,7340,10
"codex_72408",7106,7135,4
"codex_72409",7104,7371,5
"codex_72410",7109,7205,9
"codex_72411",7091,7849,6
"codex_72412",7099,7619,7
"codex_72413",7116,7170,6
"codex_72414",7099,7669,2
"codex_72415",7100,7569,9
"codex_72416",7110,7159,7
"codex_72417",7108,7405,6
"codex_72418",7116,7274,9
"codex_72419",7088,7977,7
"codex_72420",7120,7072,4
"codex_72421",7106,7711,9
"codex_72422",7119,7116,8
"codex_72423",7122,7147,7
"codex_72424",7125,7049,6
"codex_72425",7096,7508,7
"codex_72426",7119,7251,5
"codex_72427",7104,7923,6
"codex_72428",7099,7873,6
"codex_72429",7128,7202,5
"codex_72430",7123,7187,5
"codex_72431",7115,7817,7
"codex_72432",7131,7086,8
"codex_72433",7123,7383,9
"codex_72434",7124,7461,9
"codex_72435",7090,7929,7
"codex_72436",7131,7331,2
"codex_72437",7123,7662,7
"codex_72438",7134,7394,2
"codex_72439",7140,7234,6
"codex_72440",7133,7600,9
"codex_72441",7137,7424,9
"codex_72442",7131,7511,9
"codex_72443",7137,7458,9
"codex_72444",7144,7316,9
"codex_72445",7129,7259,8
"codex_72446",7110,7773,8
"codex_72447",7112,7883,7
"codex_72448",7148,7248,7
"codex_72449",7134,8002,7
"codex_72450",7110,8026,7
"codex_72451",7148,7380,3
"codex_72452",7154,7052,6
"codex_72453",7127,7568,5
"codex_72454",7123,7944,9
"codex_72455",7132,7689,8
"codex_72456",7150,7275,5
"codex_72457",7138,7341,8
"codex_72458",7132,7868,3
"codex_72459",7143,7534,8
"codex_72460",7140,7611,5
"codex_72461",7154,7498,8
"codex_72462",7137,7918,9
"codex_72463",7135,7972,9
"codex_72464",7129,7812,4
"codex_72465",7129,7904,7
"codex_72466",7159,7126,8
"codex_72467",7142,7732,10
"codex_72468",7146,7772,9
"codex_72469",7152,7717,8
"codex_72470",7143,7889,6
"codex_72471",7152,7835,3
"codex_72472",7149,7442,6
"codex_72473",7151,7657,6
"codex_72474",7160,7417,9
"codex_72475",7164,7208,6
"codex_72476",7166,7251,4
"codex_72477",7164,7314,4
"codex_72478",7138,7855,8
"codex_72479",7157,7800,9
"codex_72480",7162,7526,2
"codex_72481",7170,7220,6
"codex_72482",7177,7086,7
"codex_72483",7160,7561,9
"codex_72484",7167,7360,9
"codex_72485",7179,7059,6
"codex_72486",7170,7469,2
"codex_72487",7149,7761,5
"codex_72488",7159,7633,6
"codex_72489",7178,7145,8
"codex_72490",7183,7102,7
"codex_72491",7162,7853,5
"codex_72492",7162,7953,7
"codex_72493",7182,7382,9
"codex_72494",7184,7244,9
"codex_72495",7169,7605,9
"codex_72496",7174,7459,9
"codex_72497",7181,7498,7
"codex_72498",7186,7334,10
"codex_72499",7184,7427,10
"codex_72500",7178,7751,6
"codex_72501",7176,7882,6
"codex_72502",7201,7273,7
"codex_72503",7185,7571,10
"codex_72504",7190,7682,7
"codex_72505",7175,8026,6
"codex_72506",7205,7116,6
"codex_72507",7198,7299,7
"codex_72508",7204,7176,8
"codex_72509",7186,7621,6
"codex_72510",7197,7238,7
"codex_72511",7209,7058,1
"codex_72512",7209,7094,5
"codex_72513",7206,7385,10
"codex_72514",7187,7404,2
"codex_72515",7202,7545,10
"codex_72516",7185,7842,8
"codex_72517",7187,7526,10
"codex_72518",7180,7548,2
"codex_72519",7200,7664,9
"codex_72520",7209,7506,10
"codex_72521",7193,7589,4
"codex_72522",7189,7981,10
"codex_72523",7191,7911,7
"codex_72524",7208,8021,4
"codex_72525",7215,7126,8
"codex_72526",7218,7264,6
"codex_72527",7205,7582,9
"codex_72528",7211,7645,5
"codex_72529",7215,7442,7
"codex_72530",7209,7720,7
"codex_72531",7219,7192,7
"codex_72532",7229,7050,6
"codex_72533",7195,7806,10
"codex_72534",7201,7931,4
"codex_72535",7229,7113,5
"codex_72536",7195,7859,2
"codex_72537",7219,7426,6
"codex_72538",7216,7523,4
"codex_72539",7197,7782,7
"codex_72540",7221,7620,9
"codex_72541",7231,7351,9
"codex_72542",7232,7308,10
"codex_72543",7228,7485,6
"codex_72544",7245,7100,3
"codex_72545",7235,7596,8
"codex_72546",7242,7259,9
"codex_72547",7217,7836,8
"codex_72548",7232,7534,9
"codex_72549",7217,7870,2
"codex_72550",7241,7651,9
"codex_72551",7231,7806,5
"codex_72552",7250,7074,6
"codex_72553",7240,7335,5
"codex_72554",7223,7569,3
"codex_72555",7242,7440,10
"codex_72556",7247,7503,8
"codex_72557",7257,7116,9
"codex_72558",7251,7187,6
"codex_72559",7257,7177,6
"codex_72560",7249,7683,6
"codex_72561",7237,7558,7
"codex_72562",7255,7280,8
"codex_72563",7260,7144,5
"codex_72564",7258,7205,6
"codex_72565",7225,7918,7
"codex_72566",7245,7925,3
"codex_72567",7225,7988,6
"codex_72568",7265,7188,2
"codex_72569",7262,7250,7
"codex_72570",7262,7316,9
"codex_72571",7262,7385,4
"codex_72572",7260,7350,2
"codex_72573",7257,7550,10
"codex_72574",7269,7399,9
"codex_72575",7242,7899,6
"codex_72576",7260,7417,6
"codex_72577",7273,7067,9
"codex_72578",7260,7464,10
"codex_72579",7242,7980,8
"codex_72580",7275,7054,2
"codex_72581",7262,7851,9
"codex_72582",7260,7632,8
"codex_72583",7273,7263,3
"codex_72584",7279,7171,7
"codex_72585",7257,7785,8
"codex_72586",7255,7822,7
"codex_72587",7261,7581,8
"codex_72588",7263,7760,7
"codex_72589",7268,7363,9
"codex_72590",7281,7220,5
"codex_72591",7276,7181,9
"codex_72592",7283,7110,6
"codex_72593",7282,7121,9
"codex_72594",7282,7131,3
