"","x","y","z"
"codex_1129",14,1134,11
"codex_1130",9,1320,10
"codex_1131",8,1269,9
"codex_1132",17,1148,8
"codex_1133",17,1158,11
"codex_1134",5,1520,11
"codex_1135",9,1687,9
"codex_1136",21,1214,11
"codex_1137",16,1372,10
"codex_1138",26,1534,11
"codex_1139",22,1450,10
"codex_1140",27,1304,6
"codex_1141",3,1932,11
"codex_1142",12,1661,7
"codex_1143",29,1231,11
"codex_1144",18,1482,9
"codex_1145",26,1745,9
"codex_1146",39,1099,7
"codex_1147",32,1581,9
"codex_1148",33,1182,10
"codex_1149",27,1832,7
"codex_1150",27,1868,10
"codex_1151",38,1465,11
"codex_1152",31,1703,10
"codex_1153",45,1127,11
"codex_1154",33,1409,10
"codex_1155",43,1195,6
"codex_1156",39,1634,10
"codex_1157",46,1378,11
"codex_1158",20,1815,9
"codex_1159",21,1956,9
"codex_1160",29,1906,9
"codex_1161",49,1261,9
"codex_1162",29,1942,6
"codex_1163",43,1541,7
"codex_1164",20,1983,7
"codex_1165",53,1327,9
"codex_1166",59,1218,10
"codex_1167",35,1608,8
"codex_1168",44,1499,11
"codex_1169",56,1243,7
"codex_1170",60,1054,10
"codex_1171",47,1749,7
"codex_1172",64,1416,9
"codex_1173",59,1598,10
"codex_1174",68,1449,9
"codex_1175",48,1930,10
"codex_1176",61,1738,6
"codex_1177",36,1804,9
"codex_1178",66,1310,9
"codex_1179",77,1012,10
"codex_1180",61,1774,9
"codex_1181",71,1091,8
"codex_1182",82,1144,9
"codex_1183",44,1841,10
"codex_1184",75,1168,7
"codex_1185",44,1963,11
"codex_1186",44,1989,10
"codex_1187",73,1370,8
"codex_1188",57,1857,9
"codex_1189",69,1554,10
"codex_1190",86,1255,9
"codex_1191",81,1395,11
"codex_1192",62,1896,10
"codex_1193",84,1641,10
"codex_1194",65,1668,9
"codex_1195",84,1721,11
"codex_1196",70,1477,9
"codex_1197",98,1039,10
"codex_1198",82,1802,11
"codex_1199",81,1749,11
"codex_1200",78,1838,10
"codex_1201",93,1218,11
"codex_1202",98,1535,9
"codex_1203",106,1178,9
"codex_1204",101,1295,9
"codex_1205",110,1094,11
"codex_1206",94,1449,7
"codex_1207",103,1280,10
"codex_1208",97,1372,8
"codex_1209",110,1507,11
"codex_1210",120,1146,11
"codex_1211",115,1404,11
"codex_1212",121,1076,9
"codex_1213",105,1686,10
"codex_1214",120,1515,7
"codex_1215",124,1115,9
"codex_1216",99,1477,11
"codex_1217",98,1942,10
"codex_1218",97,1625,9
"codex_1219",125,1252,10
"codex_1220",108,1782,7
"codex_1221",131,1019,7
"codex_1222",113,1752,9
"codex_1223",117,1562,11
"codex_1224",128,1484,11
"codex_1225",112,1607,9
"codex_1226",122,1861,7
"codex_1227",97,1859,9
"codex_1228",125,1540,6
"codex_1229",124,1646,10
"codex_1230",139,1372,10
"codex_1231",111,1593,9
"codex_1232",141,1329,7
"codex_1233",134,1164,11
"codex_1234",93,1897,9
"codex_1235",150,1071,11
"codex_1236",131,1716,8
"codex_1237",152,1025,10
"codex_1238",143,1450,9
"codex_1239",138,1567,10
"codex_1240",147,1127,7
"codex_1241",135,1532,11
"codex_1242",116,1810,6
"codex_1243",123,1835,11
"codex_1244",138,1792,7
"codex_1245",148,1517,11
"codex_1246",138,1891,7
"codex_1247",145,1279,11
"codex_1248",145,1296,10
"codex_1249",140,1581,9
"codex_1250",141,1932,8
"codex_1251",149,1429,7
"codex_1252",146,1490,7
"codex_1253",160,1203,6
"codex_1254",163,1156,6
"codex_1255",140,1981,9
"codex_1256",158,1411,7
"codex_1257",156,1233,7
"codex_1258",146,1859,6
"codex_1259",165,1176,10
"codex_1260",166,1254,9
"codex_1261",177,1018,7
"codex_1262",177,1070,11
"codex_1263",166,1388,9
"codex_1264",179,1054,7
"codex_1265",162,1629,9
"codex_1266",163,1899,6
"codex_1267",156,1821,9
"codex_1268",184,1103,6
"codex_1269",169,1732,8
"codex_1270",156,1999,8
"codex_1271",157,1671,9
"codex_1272",162,1842,6
"codex_1273",171,1271,7
"codex_1274",169,1982,6
"codex_1275",164,1694,11
"codex_1276",185,1330,9
"codex_1277",189,1135,11
"codex_1278",176,1185,6
"codex_1279",175,1303,11
"codex_1280",164,1930,9
"codex_1281",182,1597,7
"codex_1282",161,1793,7
"codex_1283",171,1758,8
"codex_1284",167,1877,11
"codex_1285",181,1542,9
"codex_1286",182,1812,9
"codex_1287",198,1108,11
"codex_1288",175,1472,11
"codex_1289",179,1510,11
"codex_1290",194,1357,7
"codex_1291",183,1791,6
"codex_1292",205,1013,9
"codex_1293",187,1396,7
"codex_1294",194,1446,9
"codex_1295",166,2002,11
"codex_1296",188,1245,11
"codex_1297",183,1945,7
"codex_1298",194,1578,10
"codex_1299",201,1487,11
"codex_1300",196,1526,9
"codex_1301",199,1383,7
"codex_1302",203,1170,10
"codex_1303",195,1653,10
"codex_1304",202,1263,11
"codex_1305",208,1082,10
"codex_1306",187,1770,11
"codex_1307",208,1217,9
"codex_1308",184,1902,6
"codex_1309",193,1965,9
"codex_1310",199,1628,7
"codex_1311",190,1876,8
"codex_1312",208,1612,11
"codex_1313",223,1058,9
"codex_1314",207,1898,7
"codex_1315",233,1016,8
"codex_1316",215,1365,11
"codex_1317",233,1279,10
"codex_1318",234,1191,9
"codex_1319",224,1301,7
"codex_1320",231,1233,10
"codex_1321",208,2003,6
"codex_1322",225,1132,10
"codex_1323",233,1611,9
"codex_1324",240,1090,11
"codex_1325",237,1076,6
"codex_1326",226,1390,7
"codex_1327",214,1691,9
"codex_1328",217,1428,11
"codex_1329",210,1925,6
"codex_1330",237,1476,7
"codex_1331",226,1878,6
"codex_1332",233,1845,6
"codex_1333",238,1766,7
"codex_1334",218,1959,9
"codex_1335",246,1355,11
"codex_1336",239,1531,9
"codex_1337",237,1943,6
"codex_1338",254,1412,7
"codex_1339",250,1147,10
"codex_1340",255,1585,9
"codex_1341",259,1043,10
"codex_1342",217,1800,11
"codex_1343",258,1205,7
"codex_1344",253,1640,10
"codex_1345",219,1862,9
"codex_1346",245,1682,11
"codex_1347",244,1510,9
"codex_1348",264,1060,6
"codex_1349",239,1977,6
"codex_1350",242,1450,11
"codex_1351",263,1225,9
"codex_1352",242,1560,11
"codex_1353",254,1824,6
"codex_1354",260,1318,9
"codex_1355",262,1468,7
"codex_1356",268,1247,11
"codex_1357",259,1503,7
"codex_1358",277,1073,11
"codex_1359",266,1288,9
"codex_1360",260,1610,11
"codex_1361",242,1904,6
"codex_1362",260,1759,7
"codex_1363",268,1567,11
"codex_1364",267,1389,11
"codex_1365",261,1921,11
"codex_1366",275,1484,7
"codex_1367",243,1737,11
"codex_1368",275,1821,11
"codex_1369",269,1650,9
"codex_1370",243,1792,6
"codex_1371",283,1343,10
"codex_1372",269,1707,9
"codex_1373",270,1798,6
"codex_1374",262,1950,7
"codex_1375",265,1723,6
"codex_1376",288,1025,11
"codex_1377",281,1539,11
"codex_1378",286,1200,11
"codex_1379",278,1459,11
"codex_1380",257,1987,6
"codex_1381",272,1586,6
"codex_1382",279,1245,7
"codex_1383",268,1990,11
"codex_1384",266,1854,7
"codex_1385",265,1779,9
"codex_1386",298,1093,6
"codex_1387",292,1373,7
"codex_1388",302,1049,9
"codex_1389",296,1257,10
"codex_1390",286,1746,7
"codex_1391",258,1938,6
"codex_1392",302,1162,10
"codex_1393",284,1551,8
"codex_1394",297,1645,11
"codex_1395",296,1696,8
"codex_1396",273,1877,7
"codex_1397",297,1810,11
"codex_1398",307,1425,9
"codex_1399",292,1997,11
"codex_1400",302,1387,10
"codex_1401",307,1580,9
"codex_1402",290,1719,6
"codex_1403",286,1922,6
"codex_1404",293,1831,6
"codex_1405",316,1339,9
"codex_1406",280,1889,6
"codex_1407",313,1213,9
"codex_1408",296,2007,7
"codex_1409",291,1858,6
"codex_1410",280,1973,11
"codex_1411",325,1117,9
"codex_1412",301,1955,6
"codex_1413",316,1529,6
"codex_1414",316,1626,8
"codex_1415",324,1405,9
"codex_1416",324,1477,11
"codex_1417",331,1147,9
"codex_1418",315,1726,6
"codex_1419",308,1557,11
"codex_1420",315,1738,6
"codex_1421",306,1799,6
"codex_1422",317,2004,5
"codex_1423",300,1607,7
"codex_1424",328,1290,10
"codex_1425",307,1979,6
"codex_1426",340,1017,11
"codex_1427",318,1791,6
"codex_1428",315,1917,11
"codex_1429",335,1455,9
"codex_1430",329,1491,7
"codex_1431",318,1858,11
"codex_1432",329,1526,11
"codex_1433",313,1934,6
"codex_1434",349,1041,11
"codex_1435",349,1089,10
"codex_1436",336,1405,7
"codex_1437",349,1185,11
"codex_1438",344,1274,11
"codex_1439",321,1681,6
"codex_1440",349,1414,11
"codex_1441",349,1473,6
"codex_1442",341,1244,10
"codex_1443",321,1825,11
"codex_1444",346,1729,6
"codex_1445",335,1818,6
"codex_1446",339,1520,6
"codex_1447",347,1439,11
"codex_1448",349,1911,7
"codex_1449",349,1965,9
"codex_1450",353,1143,10
"codex_1451",335,1886,7
"codex_1452",350,1385,10
"codex_1453",338,1602,6
"codex_1454",345,1345,9
"codex_1455",331,1569,6
"codex_1456",341,1766,7
"codex_1457",363,1053,6
"codex_1458",341,1861,6
"codex_1459",352,1509,11
"codex_1460",353,1571,11
"codex_1461",353,1645,6
"codex_1462",365,1020,8
"codex_1463",356,1527,9
"codex_1464",331,1707,6
"codex_1465",362,1300,11
"codex_1466",368,1101,6
"codex_1467",367,1135,11
"codex_1468",355,1232,10
"codex_1469",345,1689,6
"codex_1470",352,1943,11
"codex_1471",331,1956,11
"codex_1472",345,1789,6
"codex_1473",358,1683,9
"codex_1474",358,1723,11
"codex_1475",345,1981,6
"codex_1476",358,1850,11
"codex_1477",372,1123,7
"codex_1478",356,1834,11
"codex_1479",338,2000,10
"codex_1480",371,1774,6
"codex_1481",364,1627,7
"codex_1482",366,1348,10
"codex_1483",380,1273,9
"codex_1484",366,1434,11
"codex_1485",386,1066,11
"codex_1486",382,1173,9
"codex_1487",376,1583,11
"codex_1488",372,1683,6
"codex_1489",364,1860,10
"codex_1490",368,1763,11
"codex_1491",388,1219,11
"codex_1492",385,1340,12
"codex_1493",394,1040,7
"codex_1494",379,1610,11
"codex_1495",374,1959,9
"codex_1496",385,1594,7
"codex_1497",361,1814,11
"codex_1498",387,1454,10
"codex_1499",373,1884,6
"codex_1500",399,1094,11
"codex_1501",376,1804,11
"codex_1502",382,1415,9
"codex_1503",395,1257,11
"codex_1504",386,1479,6
"codex_1505",378,1552,6
"codex_1506",375,1943,11
"codex_1507",383,1646,11
"codex_1508",375,1994,10
"codex_1509",408,1113,7
"codex_1510",402,1620,11
"codex_1511",398,1187,8
"codex_1512",402,1691,11
"codex_1513",387,1932,6
"codex_1514",400,1314,10
"codex_1515",386,1578,11
"codex_1516",400,1426,7
"codex_1517",378,1709,7
"codex_1518",409,1244,10
"codex_1519",383,1744,6
"codex_1520",410,1440,10
"codex_1521",398,1848,6
"codex_1522",417,1015,9
"codex_1523",411,1127,10
"codex_1524",397,1659,9
"codex_1525",420,1047,10
"codex_1526",410,1588,10
"codex_1527",393,1830,11
"codex_1528",420,1072,11
"codex_1529",399,1485,7
"codex_1530",408,1554,11
"codex_1531",421,1342,11
"codex_1532",407,1745,6
"codex_1533",403,1906,6
"codex_1534",404,1946,6
"codex_1535",399,1879,11
"codex_1536",399,1961,6
"codex_1537",401,1724,7
"codex_1538",419,1469,6
"codex_1539",421,1890,7
"codex_1540",415,1283,11
"codex_1541",434,1183,11
"codex_1542",406,1797,9
"codex_1543",416,1649,6
"codex_1544",422,1572,6
"codex_1545",425,1400,9
"codex_1546",426,1222,9
"codex_1547",421,1972,6
"codex_1548",420,1625,11
"codex_1549",401,1776,11
"codex_1550",397,1971,10
"codex_1551",422,1832,10
"codex_1552",424,1450,11
"codex_1553",431,1598,11
"codex_1554",424,1530,9
"codex_1555",420,1790,7
"codex_1556",411,1853,11
"codex_1557",415,1700,6
"codex_1558",440,1322,9
"codex_1559",423,1379,8
"codex_1560",438,1689,11
"codex_1561",426,1499,6
"codex_1562",435,1650,6
"codex_1563",432,1725,8
"codex_1564",452,1040,7
"codex_1565",445,1097,11
"codex_1566",437,1830,8
"codex_1567",441,1538,11
"codex_1568",447,1360,11
"codex_1569",423,1810,11
"codex_1570",419,1927,9
"codex_1571",466,1024,10
"codex_1572",448,1472,6
"codex_1573",463,1233,9
"codex_1574",460,1418,7
"codex_1575",454,1944,11
"codex_1576",443,1450,7
"codex_1577",455,1139,7
"codex_1578",430,1949,11
"codex_1579",469,1113,7
"codex_1580",459,1731,7
"codex_1581",436,1874,11
"codex_1582",460,1638,7
"codex_1583",459,1862,6
"codex_1584",446,1555,6
"codex_1585",462,1396,11
"codex_1586",426,1999,11
"codex_1587",445,1609,6
"codex_1588",466,1307,11
"codex_1589",448,1897,9
"codex_1590",474,1162,10
"codex_1591",462,1704,7
"codex_1592",475,1180,7
"codex_1593",450,1781,11
"codex_1594",448,1970,6
"codex_1595",455,1513,6
"codex_1596",474,1482,6
"codex_1597",477,1192,9
"codex_1598",477,1226,11
"codex_1599",455,1668,6
"codex_1600",485,1008,7
"codex_1601",452,1833,11
"codex_1602",467,1798,11
"codex_1603",478,1275,11
"codex_1604",486,1105,9
"codex_1605",470,1675,11
"codex_1606",476,1448,6
"codex_1607",481,1250,10
"codex_1608",470,1817,6
"codex_1609",476,1550,7
"codex_1610",481,1352,9
"codex_1611",455,1770,11
"codex_1612",468,1773,6
"codex_1613",449,2001,7
"codex_1614",476,1604,7
"codex_1615",490,1226,6
"codex_1616",494,1049,8
"codex_1617",475,1998,6
"codex_1618",479,1577,8
"codex_1619",487,1502,11
"codex_1620",480,1728,6
"codex_1621",484,1759,7
"codex_1622",483,1526,7
"codex_1623",497,1170,8
"codex_1624",504,1021,6
"codex_1625",485,1413,11
"codex_1626",498,1295,11
"codex_1627",504,1124,7
"codex_1628",485,1627,11
"codex_1629",485,1655,6
"codex_1630",487,1986,11
"codex_1631",509,1076,11
"codex_1632",477,1968,11
"codex_1633",492,1702,9
"codex_1634",489,1779,10
"codex_1635",482,1923,6
"codex_1636",489,1853,6
"codex_1637",502,1388,9
"codex_1638",486,1903,8
"codex_1639",492,1807,6
"codex_1640",489,1948,6
"codex_1641",507,1460,6
"codex_1642",498,1728,11
"codex_1643",497,1958,11
"codex_1644",517,1242,11
"codex_1645",499,1637,9
"codex_1646",512,1412,11
"codex_1647",516,1217,10
"codex_1648",510,1675,9
"codex_1649",499,1993,9
"codex_1650",529,1041,6
"codex_1651",521,1440,6
"codex_1652",520,1324,12
"codex_1653",508,1704,6
"codex_1654",511,1848,6
"codex_1655",514,1491,6
"codex_1656",507,2011,11
"codex_1657",520,1576,11
"codex_1658",510,1906,6
"codex_1659",515,1527,11
"codex_1660",509,1738,6
"codex_1661",526,1275,10
"codex_1662",541,1032,11
"codex_1663",525,1658,6
"codex_1664",512,1884,11
"codex_1665",541,1081,11
"codex_1666",518,1613,6
"codex_1667",534,1145,9
"codex_1668",521,1953,6
"codex_1669",527,1353,7
"codex_1670",516,1511,6
"codex_1671",549,1121,9
"codex_1672",539,1395,10
"codex_1673",516,1775,11
"codex_1674",525,2000,6
"codex_1675",516,1824,6
"codex_1676",535,1514,6
"codex_1677",534,1424,11
"codex_1678",539,1563,6
"codex_1679",529,1632,11
"codex_1680",537,1799,11
"codex_1681",550,1613,6
"codex_1682",537,1987,10
"codex_1683",529,1843,11
"codex_1684",552,1383,6
"codex_1685",527,1736,9
"codex_1686",527,1783,6
"codex_1687",522,1977,6
"codex_1688",533,1468,7
"codex_1689",539,1718,10
"codex_1690",534,1758,6
"codex_1691",526,1911,11
"codex_1692",534,1827,6
"codex_1693",534,1894,11
"codex_1694",560,1100,7
"codex_1695",536,1550,9
"codex_1696",548,1490,11
"codex_1697",564,1037,7
"codex_1698",545,1967,6
"codex_1699",536,1861,11
"codex_1700",554,1643,9
"codex_1701",565,1329,11
"codex_1702",548,1859,6
"codex_1703",578,1154,11
"codex_1704",566,1277,10
"codex_1705",558,1781,10
"codex_1706",569,1439,6
"codex_1707",577,1098,7
"codex_1708",549,1953,6
"codex_1709",551,1910,6
"codex_1710",571,1203,9
"codex_1711",563,1575,6
"codex_1712",563,1608,6
"codex_1713",570,1464,9
"codex_1714",566,1549,8
"codex_1715",568,1895,7
"codex_1716",587,1052,9
"codex_1717",573,1355,11
"codex_1718",562,1697,6
"codex_1719",565,1671,7
"codex_1720",555,1744,11
"codex_1721",565,1765,6
"codex_1722",565,1931,11
"codex_1723",570,1506,7
"codex_1724",575,1998,6
"codex_1725",571,1386,6
"codex_1726",573,1570,11
"codex_1727",570,1807,6
"codex_1728",570,1862,8
"codex_1729",596,1176,9
"codex_1730",590,1070,8
"codex_1731",579,1647,6
"codex_1732",562,1969,11
"codex_1733",586,1614,11
"codex_1734",576,1947,9
"codex_1735",564,1880,11
"codex_1736",583,1720,11
"codex_1737",588,1447,11
"codex_1738",595,1436,6
"codex_1739",581,1742,9
"codex_1740",604,1077,8
"codex_1741",589,1534,11
"codex_1742",573,1905,11
"codex_1743",594,1584,6
"codex_1744",603,1241,10
"codex_1745",612,1028,9
"codex_1746",603,1496,7
"codex_1747",608,1402,6
"codex_1748",613,1155,10
"codex_1749",600,1519,7
"codex_1750",610,1381,11
"codex_1751",584,1878,9
"codex_1752",612,1271,11
"codex_1753",606,1342,7
"codex_1754",601,1917,10
"codex_1755",607,1416,6
"codex_1756",603,1800,11
"codex_1757",590,1695,4
"codex_1758",614,1198,11
"codex_1759",612,1563,6
"codex_1760",607,1751,7
"codex_1761",590,1831,7
"codex_1762",593,2006,11
"codex_1763",621,1133,11
"codex_1764",605,1669,7
"codex_1765",616,1702,11
"codex_1766",607,1959,6
"codex_1767",604,1640,11
"codex_1768",609,1766,11
"codex_1769",606,1617,6
"codex_1770",610,1847,6
"codex_1771",614,1526,11
"codex_1772",606,1811,6
"codex_1773",598,1984,9
"codex_1774",621,1438,11
"codex_1775",621,1454,9
"codex_1776",608,1899,6
"codex_1777",632,1220,11
"codex_1778",630,1203,10
"codex_1779",605,1998,6
"codex_1780",643,1135,12
"codex_1781",617,1587,11
"codex_1782",643,1347,7
"codex_1783",625,1628,6
"codex_1784",627,1652,6
"codex_1785",628,1800,11
"codex_1786",621,1998,9
"codex_1787",634,1501,11
"codex_1788",638,1158,11
"codex_1789",640,1436,6
"codex_1790",649,1086,10
"codex_1791",638,1325,11
"codex_1792",626,1663,11
"codex_1793",626,1744,11
"codex_1794",632,1701,7
"codex_1795",639,1533,8
"codex_1796",622,1821,6
"codex_1797",635,1625,11
"codex_1798",642,1447,11
"codex_1799",649,1286,9
"codex_1800",646,1336,6
"codex_1801",632,1891,6
"codex_1802",631,1575,11
"codex_1803",632,1923,9
"codex_1804",656,1188,11
"codex_1805",635,1781,6
"codex_1806",630,1864,9
"codex_1807",635,1847,11
"codex_1808",642,1544,11
"codex_1809",644,1396,6
"codex_1810",643,1992,11
"codex_1811",650,1664,11
"codex_1812",658,1109,8
"codex_1813",660,1377,11
"codex_1814",659,1408,11
"codex_1815",647,1877,9
"codex_1816",663,1682,7
"codex_1817",656,1718,11
"codex_1818",657,1367,9
"codex_1819",662,1521,6
"codex_1820",657,1421,11
"codex_1821",659,1584,6
"codex_1822",652,1950,9
"codex_1823",662,1606,7
"codex_1824",649,1648,11
"codex_1825",673,1294,7
"codex_1826",648,2004,6
"codex_1827",680,1118,10
"codex_1828",678,1178,9
"codex_1829",667,1565,11
"codex_1830",665,1332,9
"codex_1831",672,1709,6
"codex_1832",672,1753,11
"codex_1833",658,1745,9
"codex_1834",675,1059,8
"codex_1835",676,1165,11
"codex_1836",657,1896,6
"codex_1837",672,1944,6
"codex_1838",659,1970,6
"codex_1839",671,1858,11
"codex_1840",677,1334,9
"codex_1841",675,1387,5
"codex_1842",673,1543,6
"codex_1843",675,1434,6
"codex_1844",675,1503,6
"codex_1845",669,1910,6
"codex_1846",681,1636,6
"codex_1847",690,1265,10
"codex_1848",665,1817,11
"codex_1849",681,1737,6
"codex_1850",674,1791,11
"codex_1851",677,1817,6
"codex_1852",686,1839,7
"codex_1853",699,1288,6
"codex_1854",697,1043,9
"codex_1855",678,1621,10
"codex_1856",689,1474,7
"codex_1857",688,1799,6
"codex_1858",687,1924,11
"codex_1859",682,1584,9
"codex_1860",700,1362,6
"codex_1861",680,1980,7
"codex_1862",695,1769,6
"codex_1863",699,1570,6
"codex_1864",698,1594,11
"codex_1865",701,1475,11
"codex_1866",699,1685,6
"codex_1867",697,1396,10
"codex_1868",676,1994,11
"codex_1869",695,1826,11
"codex_1870",692,1447,7
"codex_1871",702,1695,11
"codex_1872",716,1263,11
"codex_1873",718,1165,11
"codex_1874",700,1609,7
"codex_1875",706,1505,6
"codex_1876",698,1900,11
"codex_1877",706,1628,9
"codex_1878",714,1214,11
"codex_1879",723,1129,10
"codex_1880",700,1971,6
"codex_1881",719,1375,9
"codex_1882",712,1419,6
"codex_1883",706,2004,6
"codex_1884",710,1834,9
"codex_1885",717,1550,11
"codex_1886",692,1660,9
"codex_1887",728,1323,8
"codex_1888",692,1725,11
"codex_1889",721,1339,11
"codex_1890",708,1744,8
"codex_1891",727,1239,6
"codex_1892",709,1785,6
"codex_1893",713,1809,9
"codex_1894",711,1912,6
"codex_1895",719,1638,6
"codex_1896",718,1856,6
"codex_1897",729,1460,10
"codex_1898",718,1931,6
"codex_1899",731,1540,9
"codex_1900",729,1592,6
"codex_1901",737,1009,10
"codex_1902",744,1321,6
"codex_1903",737,1063,8
"codex_1904",721,1784,11
"codex_1905",737,1256,11
"codex_1906",737,1372,6
"codex_1907",736,1409,11
"codex_1908",746,1118,11
"codex_1909",692,1950,11
"codex_1910",721,1960,6
"codex_1911",749,1083,11
"codex_1912",726,1673,11
"codex_1913",728,1683,8
"codex_1914",730,1937,11
"codex_1915",739,1552,6
"codex_1916",740,1490,6
"codex_1917",730,1983,11
"codex_1918",752,1163,10
"codex_1919",736,1610,11
"codex_1920",733,1894,6
"codex_1921",722,1893,9
"codex_1922",756,1219,9
"codex_1923",745,1420,6
"codex_1924",724,1729,6
"codex_1925",749,1287,6
"codex_1926",756,1472,6
"codex_1927",761,1049,7
"codex_1928",752,1353,11
"codex_1929",756,1579,11
"codex_1930",768,1033,11
"codex_1931",732,1748,9
"codex_1932",735,1833,6
"codex_1933",755,1366,7
"codex_1934",753,1736,6
"codex_1935",748,1806,6
"codex_1936",748,1855,6
"codex_1937",766,1419,11
